,t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff,assgraphs,seed
27,148,149,wt_pom1D_01_30_R3D_REF_dv_trk,30,32,gcn,28,0,932,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
28,145,146,wt_pom1D_01_30_R3D_REF_dv_trk,29,29,gcn,29,0,812,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
29,173,174,wt_pom1D_01_30_R3D_REF_dv_trk,48,50,gcn,46,0,2354,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
30,94,95,wt_pom1D_01_30_R3D_REF_dv_trk,8,8,gcn,8,0,56,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
31,38,39,wt_pom1D_01_30_R3D_REF_dv_trk,3,4,gcn,1,1,9,1,0.8333333333333334,0.5,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
32,169,170,wt_pom1D_01_30_R3D_REF_dv_trk,39,44,gcn,34,0,1682,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
33,39,40,wt_pom1D_01_30_R3D_REF_dv_trk,4,4,gcn,4,0,12,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
34,150,151,wt_pom1D_01_30_R3D_REF_dv_trk,32,32,gcn,32,0,992,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
35,60,61,wt_pom1D_01_30_R3D_REF_dv_trk,4,4,gcn,4,0,12,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
36,128,129,wt_pom1D_01_30_R3D_REF_dv_trk,16,16,gcn,16,0,240,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
37,137,138,wt_pom1D_01_30_R3D_REF_dv_trk,20,21,gcn,19,0,401,0,1.0,1.0,5,/mlodata1/hokarami/fari/tracking/generated_data/fissions/ass_graphs_features_locality,0
